"Nr okrÍgu";"Nr listy";"Pozycja na liúcie";"Nazwisko i imiona";"Nazwa komitetu";"P≥eÊ";"ZawÛd";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"PrzynaleønoúÊ do partii";"Poparcie";"Liczba g≥osÛw";"Procent g≥osÛw oddanych na listÍ";"Procent g≥osÛw oddanych w okrÍgu";"Czy przyznano mandat"
16;2;7;"Wies≥awa KRAWCZYK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"epidemiolog";"Przasnysz";"142201";"m. Przasnysz";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";1994;"2,64";"0,45";"Nie"
16;2;8;"Przemys≥aw CYBULSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"technik informatyk";"Maszewo Duøe";"141913";"gm. Stara Bia≥a";"cz≥onek partii politycznej: Polska 2050 Szymona Ho≥owni";"";1297;"1,72";"0,29";"Nie"
16;2;9;"Maria Boøena WR”BLEWSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczyciel przedszkola";"Sanniki";"140404";"gm. Sanniki";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";1789;"2,37";"0,40";"Nie"
16;2;10;"Katarzyna ZGLENICKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"pracownik do spraw osobowych";"P≥ock";"146201";"m. P≥ock";"cz≥onek partii politycznej: Polska 2050 Szymona Ho≥owni";"";670;"0,89";"0,15";"Nie"
16;2;11;"Anna DERLUKIEWICZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"specjalista do spraw administracji i zarzπdzania";"P≥ock";"146201";"m. P≥ock";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";2442;"3,23";"0,55";"Nie"
16;2;12;"Graøyna SABALSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczyciel przedszkola";"P≥ock";"146201";"m. P≥ock";"nie naleøy do partii politycznej";"popierana przez partiÍ politycznπ: Polska 2050 Szymona Ho≥owni";486;"0,64";"0,11";"Nie"
16;2;13;"Jerzy RZYMOWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"starosta";"Kuczbork Wieú";"143702";"gm. Kuczbork-Osada";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";1914;"2,53";"0,43";"Nie"
16;2;14;"Patryk PRAST";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"kucharz ma≥ej gastronomii";"P≥ock";"146201";"m. P≥ock";"nie naleøy do partii politycznej";"popierany przez partiÍ politycznπ: Polska 2050 Szymona Ho≥owni";260;"0,34";"0,06";"Nie"
16;2;15;"Piotr £ukasz RZESZOTARSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"etnograf";"Sierpc";"142701";"m. Sierpc";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";2498;"3,31";"0,56";"Nie"
16;2;16;"Konrad CIURAJ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"sprzedawca";"P≥ock";"146201";"m. P≥ock";"nie naleøy do partii politycznej";"popierany przez partiÍ politycznπ: Polska 2050 Szymona Ho≥owni";283;"0,37";"0,06";"Nie"
16;2;17;"Jacek RYZI—SKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"politolog";"Sochocin";"142011";"gm. Sochocin";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";1848;"2,45";"0,42";"Nie"
16;2;18;"Emilia Beata KOWALKOWSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"technik ekonomista";"P≥ock";"146201";"m. P≥ock";"cz≥onek partii politycznej: Polska 2050 Szymona Ho≥owni";"";760;"1,01";"0,17";"Nie"
16;2;19;"Iwona SZWEJKOWSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"doradca zawodowy";"Eløbiecin";"140207";"gm. OpinogÛra GÛrna";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";1313;"1,74";"0,30";"Nie"
16;2;20;"Sebastian Stanis≥aw MAK”WKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"psycholog";"T≥umy";"143802";"gm. MszczonÛw";"cz≥onek partii politycznej: Polska 2050 Szymona Ho≥owni";"";883;"1,17";"0,20";"Nie"
16;3;1;"Paulina Krystyna PIECHNA-WI CKIEWICZ";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"prawnik";"Warszawa";"146505";"MokotÛw";"cz≥onek partii politycznej: Nowa Lewica";"";13436;"46,58";"3,04";"Nie"
16;3;2;"Marek BUDZICH";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"specjalista administracji publicznej";"Øuromin";"143706";"gm. Øuromin";"cz≥onek partii politycznej: Nowa Lewica";"";3064;"10,62";"0,69";"Nie"
16;3;3;"Ma≥gorzata LINOWSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"nauczyciel chemii";"ØyrardÛw";"143801";"m. ØyrardÛw";"cz≥onek partii politycznej: Nowa Lewica";"";1880;"6,52";"0,42";"Nie"
16;3;4;"Adrian BRUDNICKI";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"inøynier budownictwa";"P≥ock";"146201";"m. P≥ock";"cz≥onek partii politycznej: Nowa Lewica";"";1217;"4,22";"0,27";"Nie"
16;3;5;"Szymon WYROSTEK";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"dziennikarz";"M≥awa";"141301";"m. M≥awa";"cz≥onek partii politycznej: Nowa Lewica";"";927;"3,21";"0,21";"Nie"
16;3;6;"Sebastian ANDRZEJCZAK";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"w≥aúciciel ma≥ego sklepu";"Szulmierz";"140208";"gm. Regimin";"cz≥onek partii politycznej: Nowa Lewica";"";495;"1,72";"0,11";"Nie"
16;3;7;"Ewa TYRAJSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista administracji publicznej";"Wyszyna";"141913";"gm. Stara Bia≥a";"cz≥onek partii politycznej: Nowa Lewica";"";858;"2,97";"0,19";"Nie"
16;3;8;"Mateusz DOBROWOLSKI";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"muzyk";"Warszawa";"146505";"MokotÛw";"cz≥onek partii politycznej: Lewica Razem";"";678;"2,35";"0,15";"Nie"
16;3;9;"Krzysztof Maciej STRZELECKI";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"agent celny";"BadÛw GÛrny";"143802";"gm. MszczonÛw";"cz≥onek partii politycznej: Nowa Lewica";"";302;"1,05";"0,07";"Nie"
16;3;10;"Tadeusz SOBOLEWSKI";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"rolnik";"Stegna";"142204";"gm. Jednoroøec";"cz≥onek partii politycznej: Nowa Lewica";"";452;"1,57";"0,10";"Nie"
16;3;11;"Renata Ma≥gorzata G£USKOWSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"pielÍgniarka";"£ukomie";"142704";"gm. Roúciszewo";"cz≥onek partii politycznej: Nowa Lewica";"";369;"1,28";"0,08";"Nie"
16;3;12;"Maurycy SZYMA—SKI";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"specjalista do spraw logistyki";"Sade Budy";"140505";"gm. JaktorÛw";"cz≥onek partii politycznej: Nowa Lewica";"";354;"1,23";"0,08";"Nie"
16;3;13;"Olga G”RECKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"fizjoterapeuta";"W≥adys≥awÛw";"141907";"gm. £πck";"cz≥onek partii politycznej: Nowa Lewica";"";1105;"3,83";"0,25";"Nie"
16;3;14;"Ma≥gorzata Wioletta POPIS";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"biotechnolog";"Warszawa";"146519";"Øoliborz";"cz≥onek partii politycznej: Nowa Lewica";"";691;"2,40";"0,16";"Nie"
16;3;15;"Agnieszka Wanda STANKIEWICZ";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"dyrektor marketingu";"Warszawa";"146516";"WilanÛw";"cz≥onek partii politycznej: Nowa Lewica";"";414;"1,44";"0,09";"Nie"
16;3;16;"Monika Andøelika LISOWSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"nauczyciel edukacji wczesnoszkolnej";"P≥ock";"146201";"m. P≥ock";"nie naleøy do partii politycznej";"";531;"1,84";"0,12";"Nie"
16;3;17;"Justyna Agnieszka KOSIEC";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"asystent przetwarzania danych";"ØyrardÛw";"143801";"m. ØyrardÛw";"cz≥onek partii politycznej: Lewica Razem";"";326;"1,13";"0,07";"Nie"
16;3;18;"Klaudia ADAMKIEWICZ";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"sprzedawca";"M≥awa";"141301";"m. M≥awa";"cz≥onek partii politycznej: Nowa Lewica";"";530;"1,84";"0,12";"Nie"
16;3;19;"Leszek ZAJ•CZKOWSKI";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"rolnik";"Brelki";"141905";"gm. Drobin";"cz≥onek partii politycznej: Nowa Lewica";"";235;"0,81";"0,05";"Nie"
16;3;20;"Marek KIWIT";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"inøynier rolnictwa";"CiechanÛw";"140201";"m. CiechanÛw";"cz≥onek partii politycznej: Nowa Lewica";"";984;"3,41";"0,22";"Nie"
16;4;1;"Kamil BORTNICZUK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"prawnik";"G≥ucho≥azy";"160701";"gm. G≥ucho≥azy";"cz≥onek partii politycznej: Partia RepublikaÒska";"";31555;"16,16";"7,13";"Tak"
16;4;2;"Maciej MA£ECKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"historyk";"Sochaczew";"142801";"m. Sochaczew";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";33696;"17,26";"7,61";"Tak"
16;4;3;"Maciej Roman W•SIK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"archeolog";"Warszawa";"146514";"Wawer";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";24033;"12,31";"5,43";"Tak"
16;4;4;"Wioletta Maria KULPA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"ksiÍgowa";"P≥ock";"146201";"m. P≥ock";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";18283;"9,37";"4,13";"Nie"
16;4;5;"Anna Ewa CICHOLSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"parlamentarzysta";"Regimin";"140208";"gm. Regimin";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";19074;"9,77";"4,31";"Tak"
16;4;6;"Rafa≥ ROMANOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"urzÍdnik paÒstwowy";"MakÛw Mazowiecki";"141101";"m. MakÛw Mazowiecki";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";14831;"7,60";"3,35";"Nie"
16;4;7;"Waldemar Ryszard OLEJNICZAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"parlamentarzysta";"Sierpc";"142701";"m. Sierpc";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";4460;"2,28";"1,01";"Nie"
16;4;8;"Jacek Dawid OZDOBA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"prawnik";"Zgorza≥a";"141803";"gm. Lesznowola";"cz≥onek partii politycznej: Suwerenna Polska";"";19637;"10,06";"4,44";"Tak"
16;4;9;"Krzysztof Roman DZIWISZ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"menedøer";"ØyrardÛw";"143801";"m. ØyrardÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";7358;"3,77";"1,66";"Nie"
16;4;10;"Jolanta KARPI—SKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"urzÍdnik";"Nowa S≥awogÛra";"141308";"gm. Szyd≥owo";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";4513;"2,31";"1,02";"Nie"
16;4;11;"Pawe≥ Witold KALINOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"pedagog";"Gostynin";"140401";"m. Gostynin";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";2805;"1,44";"0,63";"Nie"
16;4;12;"Agnieszka CZAPLI—SKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"rolnik";"Z≥e Borki";"143705";"gm. Siemiπtkowo";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";2203;"1,13";"0,50";"Nie"
16;4;13;"Magdalena KO£ODZIEJSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"ekonomista";"Chodkowo-Dzia≥ki";"141902";"gm. BodzanÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";1982;"1,02";"0,45";"Nie"
16;4;14;"Wojciech Franciszek KRAJEWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"politolog";"M≥awa";"141301";"m. M≥awa";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";1133;"0,58";"0,26";"Nie"
16;4;15;"Kamil Jan R”ØA—SKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"ekonomista";"Zawidz Koúcielny";"142707";"gm. Zawidz";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";2851;"1,46";"0,64";"Nie"
16;4;16;"Waldemar Jacek CECELSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"urzÍdnik";"Sad≥owo Parcele";"143701";"gm. BieøuÒ";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";660;"0,34";"0,15";"Nie"
16;4;17;"Martyna KOZICKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"ekonomista";"Przasnysz";"142201";"m. Przasnysz";"nie naleøy do partii politycznej";"";1390;"0,71";"0,31";"Nie"
16;4;18;"Ma≥gorzata G”RALCZYK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"nauczyciel";"Przasnysz";"142201";"m. Przasnysz";"nie naleøy do partii politycznej";"";1227;"0,63";"0,28";"Nie"
16;4;19;"Ma≥gorzata PURCELEWSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"inø. budownictwa";"Murzynowo";"141903";"gm. BrudzeÒ Duøy";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";850;"0,44";"0,19";"Nie"
16;4;20;"Pawe≥ KOLCZY—SKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"radca prawny";"P≥ock";"146201";"m. P≥ock";"nie naleøy do partii politycznej";"";2677;"1,37";"0,60";"Nie"
16;5;1;"Pawe≥ USI•DEK";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"analityk finansowy";"CiechanÛw";"140201";"m. CiechanÛw";"cz≥onek partii politycznej: Konfederacja WolnoúÊ i Niepodleg≥oúÊ";"";13392;"46,38";"3,03";"Nie"
16;5;2;"Przemys≥aw Hubert WAåKOWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"kucharz";"P≥ock";"146201";"m. P≥ock";"cz≥onek partii politycznej: Nowa Nadzieja";"";1817;"6,29";"0,41";"Nie"
16;5;3;"Katarzyna SZADKOWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"technik rachunkowoúci";"Faustynowo";"140203";"gm. Glinojeck";"cz≥onek partii politycznej: Konfederacja Korony Polskiej";"";2451;"8,49";"0,55";"Nie"
16;5;4;"Marek Marcin TUCHOLSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"politolog";"P≥ock";"146201";"m. P≥ock";"cz≥onek partii politycznej: Ruch Narodowy";"";1891;"6,55";"0,43";"Nie"
16;5;5;"Dorota SMOSARSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"pedagog";"PruszkÛw";"142102";"m. PruszkÛw";"nie naleøy do partii politycznej";"";663;"2,30";"0,15";"Nie"
16;5;6;"Cezary BULANDA";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"technik hotelarstwa";"M≥awa";"141301";"m. M≥awa";"cz≥onek partii politycznej: Konfederacja WolnoúÊ i Niepodleg≥oúÊ";"";682;"2,36";"0,15";"Nie"
16;5;7;"Jerzy OBIDZI—SKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"rolnik";"Obiedzino GÛrne";"140204";"gm. Go≥ymin-Oúrodek";"cz≥onek partii politycznej: Konfederacja Korony Polskiej";"";660;"2,29";"0,15";"Nie"
16;5;8;"Katarzyna Julia LEåNIEWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"pedagog";"Gostynin";"140401";"m. Gostynin";"nie naleøy do partii politycznej";"";1182;"4,09";"0,27";"Nie"
16;5;9;"Barbara Danuta PUTERNICKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"farmaceuta";"Gπbin";"141906";"gm. Gπbin";"cz≥onek partii politycznej: Nowa Nadzieja";"";305;"1,06";"0,07";"Nie"
16;5;10;"Robert RUTKOWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"elektronik";"ØyrardÛw";"143801";"m. ØyrardÛw";"cz≥onek partii politycznej: Ruch Narodowy";"";1050;"3,64";"0,24";"Nie"
16;5;11;"Bartosz ZADROØNY";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"politolog";"P≥oÒsk";"142001";"m. P≥oÒsk";"cz≥onek partii politycznej: Ruch Narodowy";"";620;"2,15";"0,14";"Nie"
16;5;12;"Tomasz JÛzef STELMACH";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"automatyk";"P≥ock";"146201";"m. P≥ock";"cz≥onek partii politycznej: Ruch Narodowy";"";511;"1,77";"0,12";"Nie"
16;5;13;"Piotr CZAJKOWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"mechanik";"Sierpc";"142701";"m. Sierpc";"cz≥onek partii politycznej: Ruch Narodowy";"";706;"2,44";"0,16";"Nie"
16;5;14;"Mariusz IMIELSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"ekonomista";"P≥ock";"146201";"m. P≥ock";"cz≥onek partii politycznej: Ruch Narodowy";"";217;"0,75";"0,05";"Nie"
16;5;15;"Marek JO—CZYK";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"specjalista ds. elektrycznych";"P≥ock";"146201";"m. P≥ock";"cz≥onek partii politycznej: Ruch Narodowy";"";268;"0,93";"0,06";"Nie"
16;5;16;"Regina K£ODAWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"technik cukiernictwa";"Czermno";"040807";"gm. SkÍpe";"cz≥onek partii politycznej: Ruch Narodowy";"";188;"0,65";"0,04";"Nie"
16;5;17;"Katarzyna DYMEK";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"pedagog";"P≥ock";"146201";"m. P≥ock";"nie naleøy do partii politycznej";"";568;"1,97";"0,13";"Nie"
16;5;18;"Katarzyna Blanka LIBEREK";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"pedagog";"P≥ock";"146201";"m. P≥ock";"cz≥onek partii politycznej: Nowa Nadzieja";"";241;"0,83";"0,05";"Nie"
16;5;19;"Liza Maria PRZYBYLSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"prawnik";"Sochaczew";"142801";"m. Sochaczew";"cz≥onek partii politycznej: Nowa Nadzieja";"";686;"2,38";"0,16";"Nie"
16;5;20;"Robert Witold J DRZEJEWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"rolnik";"Druchowo";"142010";"gm. Raciπø";"cz≥onek partii politycznej: Ruch Narodowy";"";779;"2,70";"0,18";"Nie"
16;6;1;"Marcin Piotr KIERWI—SKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"parlamentarzysta";"Warszawa";"146516";"WilanÛw";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";51828;"52,27";"11,71";"Tak"
16;6;2;"Eløbieta Teresa GAPI—SKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"pedagog";"P≥ock";"146201";"m. P≥ock";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";13214;"13,33";"2,99";"Tak"
16;6;3;"Adam KRZEMI—SKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"matematyk";"CiechanÛw";"140201";"m. CiechanÛw";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";6071;"6,12";"1,37";"Tak"
16;6;4;"Agnieszka KORAJCZYK-SZYPERSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"pracownik biurowy";"Gostynin";"140401";"m. Gostynin";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";3991;"4,03";"0,90";"Nie"
16;6;5;"Grzegorz GRABOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"dyrektor szko≥y";"Przasnysz";"142201";"m. Przasnysz";"nie naleøy do partii politycznej";"";3698;"3,73";"0,84";"Nie"
16;6;6;"Maria Joanna KOèLAKIEWICZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"inøynier zootechniki";"Mod≥a";"141310";"gm. Wiúniewo";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";4535;"4,57";"1,02";"Nie"
16;6;7;"Katarzyna Joanna KWARCI—SKA-KULIS";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"fizyk";"P≥ock";"146201";"m. P≥ock";"cz≥onek partii politycznej: Nowoczesna";"";823;"0,83";"0,19";"Nie"
16;6;8;"Marcin BACZEWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"dyrektor zarzπdzajπcy";"Sierpc";"142701";"m. Sierpc";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";1269;"1,28";"0,29";"Nie"
16;6;9;"Anna PODS DEK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"specjalista administracji publicznej";"Sochaczew";"142801";"m. Sochaczew";"nie naleøy do partii politycznej";"";1831;"1,85";"0,41";"Nie"
16;6;10;"Mariusz POGONOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"aktor";"P≥ock";"146201";"m. P≥ock";"nie naleøy do partii politycznej";"";1377;"1,39";"0,31";"Nie"
16;6;11;"Kinga LEGI ∆-DOROBA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"specjalista administracji publicznej";"MszczonÛw";"143802";"gm. MszczonÛw";"nie naleøy do partii politycznej";"";423;"0,43";"0,10";"Nie"
16;6;12;"Rafa≥ Mariusz WOèNOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"pracownik biurowy";"Lubowidz";"143703";"gm. Lubowidz";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";449;"0,45";"0,10";"Nie"
16;6;13;"W≥odzimierz Pawe≥ SKALSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"technik budownictwa";"Gostynin";"140401";"m. Gostynin";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";309;"0,31";"0,07";"Nie"
16;6;14;"Magdalena BYLI—SKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"nauczyciel akademicki - nauki spo≥eczne";"Raciπø";"142002";"m. Raciπø";"nie naleøy do partii politycznej";"";1532;"1,55";"0,35";"Nie"
16;6;15;"Arkadiusz KLIMCZAK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"specjalista do spraw logistyki";"Przasnysz";"142201";"m. Przasnysz";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";516;"0,52";"0,12";"Nie"
